date,tmin,tmax,prcp,snow,snwd,awnd
12/09/2021,62,87,0,0,0,6.26
19/09/2021,66,90,0,0,0,4.47
20/09/2021,70,84,0,0,0,8.28
22/09/2021,63,80,0.73,0,0,8.95
28/09/2021,59,87,0,0,0,4.7
05/10/2021,66,88,0,0,0,3.36
10/10/2021,64,76,0,0,0,8.05
15/10/2021,59,85,0,0,0,2.91
20/10/2021,45,79,0,0,0,2.01
29/10/2021,55,71,0.58,0,0,9.62
01/11/2021,43,70,0,0,0,2.01
05/11/2021,34,53,0,0,0,6.26
15/11/2021,33,54,0,0,0,4.47
21/11/2021,34,64,0,0,0,1.12
23/11/2021,27,47,0,0,0,3.58
28/11/2021,35,62,0,0,0,4.7
17/12/2021,54,73,0,0,0,6.93
20/12/2021,29,44,0,0,0,4.47
23/12/2021,27,51,0,0,0,2.91
02/01/2022,59,70,0.81,0,0,11.4
03/01/2022,31,60,2.29,0,0,10.3
06/01/2022,37,59,0,0,0,4.7
11/01/2022,27,41,0,0,0,3.4
12/01/2022,25,53,0,0,0,6.3
13/01/2022,27,53,0,0,0,1.6
14/01/2022,37,56,0,0,0,3.6
16/01/2022,25,38,1.22,0,0,12.3
18/01/2022,25,49,0,0,0,3.4
20/01/2022,30,50,0.34,0,0,8.3
30/01/2022,15,44,0,0,0,4.3
31/01/2022,22,53,0,0,0,2.7
01/02/2022,28,52,0,0,0,4.3
06/02/2022,23,44,0,0,0,6.5
14/02/2022,27,50,0,0,0,3.4
25/02/2022,42,69,0.01,0,0,5.4
27/02/2022,36,46,0.19,0,0,3.1
04/03/2022,41,60,0,0,0,6.9
06/03/2022,62,81,0,0,0,14.3
14/03/2022,32,67,0,0,0,3.8
16/03/2022,48,72,0.65,0,0,4.7
18/03/2022,48,77,0,0,0,7.2
28/03/2022,29,61,0,0,0,7.6
08/04/2022,49,68,0.16,0,0,7.4
10/04/2022,39,64,0,0,0,7.8
25/04/2022,59,85,0,0,0,8.5
30/04/2022,55,72,0,0,0,3.6
11/05/2022,53,77,0,0,0,11.2
19/05/2022,70,92,0.01,0,0,9.4
26/05/2022,61,82,0.01,0,0,5.8
28/05/2022,61,82,0.62,0,0,2.5
29/05/2022,59,88,0,0,0,2.7
